place,info,태그
금곡사(경주),신라 원광법사가 수행하던 사찰,경주가볼만한곳 경주사찰 관광지 금곡사 금곡사지원광법사부도탑 안강사찰
정남진 장흥토요시장,아껴둔 땅 장흥의 친환경 농산물과 득량만에서 나오는 수산물,가족여행 기차여행 나들이 나홀로여행 먹거리 쇼핑 시장맛집 아이와함께           
목포어린이바다과학관,해양에 대한 과학적사고와 상상력을 심어주는 과학관,가족과함께 가족여행 가족체험여행 교과서속정보 목포어린이바다과학관        
갤러리조선,다양한 기획전과 개인 초대전이 있는 갤러리,갤러리 공연/전시 문화시설 미술가 복합문화공간 북촌갤러리 북촌미술관     
목포농산물도매시장,다양한 농산물을 구입할 수 있는 도매시장,가족과함께 다양한품목 도매시장 목포가볼만한곳 목포농산물시장 목포도매시장  
키즈런스포츠파크 목동점,다양한 콘텐츠가 있는 대형키즈카페,관광지 놀이시설 다양한콘텐츠 대형키즈카페 서울키즈카페 아이들과함께 
진주시립이성자미술관,이성자 화백의 작품과 삶의 궤적을 담은 박물관,남녀노소 문화시설 문화예술공간 미세먼지_피하는_실내여행 미술관       
진안 원촌마을,높은 고원에 자리한 아담한 시골 마을,가족여행 간판 관광지 농촌마을 농촌여행 산책하기좋은곳 시골여행         
전주 동문예술거리,예술적인 감각들이 가득한 거리,관광지 데이트장소추천 문화예술공간 복합문화공간 연인과함께 열린문화공간     
충익사(의령),홍의장군 곽재우와 의병장수 17인의 위패를 모신 사당,경상권 곽재우기념관 관광지 기념관 역사 역사공부 역사관광지 역사를품은곳           
석정온천휴스파,피로가 확 풀리는 고창에서 즐기는 온천,게르마늄온천 고창가볼만한곳 고창석정온천 고창석정온천휴스파 고창여행    
장현식고택,한 가문의 파란만장한 역사를 담고 있는 장현식 고택,관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속      
왜가리서식지,백로 천여마리가 날아들어 장관을 이루는 곳,경치좋은곳 관광지 사진찍기 사진찍기좋은곳 사진촬영 서식지 왜가리        
운수사(임실),인자한 미소의 백제 미륵불상을 모신 사찰,관광지 불교 불교문화 사찰 사찰여행 역사 연중무휴 임실운수사          
초선대 마애여래좌상,신선을 초대하여 노닐던 초선대,경상권 경상남도유형문화재 관광지 역사 역사공부 역사관광지 역사를품은곳         
"섬진강(천담,구담)",섬진강 상류에서 가장 아름다운 풍경을 가진 곳,가족여행 관광지 자연 자연관광지 자연속으로 자연좋은곳 자연풍경   
김해 산해정,조식 선생이 강학하던 곳,경상권 관광지 김해신산서원 문화재 산해정 서원 신산서원 역사          
해월암(임실),한 폭의 아름다운 수채화를 연상케 하는 절,관광지 불교 불교문화 사찰 사찰여행 역사 자연속으로 자연환경       
오수리석불,난리 때마다 땀을 흘린다고 전해지는 석불,관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속       
5.16 도로숲터널,제주 7대 도로중 하나인 아름다운 포토존 도로,516도로 관광지 드라이브코스 숲터널 제주가볼만한곳 제주도드라이브     
김복규·김기종 효자 정려비 및 정판,추사 김정희의 글씨로 새긴 정려비의 정판,관광지 문화재 역사 역사공부 역사관광지 역사를품은곳 역사문화재            
의성김씨학봉종택,퇴계학의 적통을 이어온 유서 깊은 고택,경상권 관광지 역사 역사관광지 역사를품은곳 역사문화재 의성김씨학봉종택
요산공원,공원 곳곳에 심어놓은 아름다운 꽃,관광지 망향탑 붕어섬 양요정 옥정호 임실생태공원 임실여행 임실호수공원
샤로수길,서울대학교 인근 핫플레이스,관광지 관악구맛집 문화거리 서울가볼만한곳 서울맛집 서울명소
순천만국가정원,"대한민국 제 1호 국가정원, 순천만국가정원",2024_여행가는달과함께하는_발도장여행지 25_26한국관광100선 가족과함께                  
마이산도립공원,계절마다 다양한 풍경을 만끽할 수 있는 마이산,21_22한국관광100선 23_24한국관광100선 25_26한국관광100선 가족과_함께                        
오괴정,"삼은리 높은 언덕, 다섯 그루의 괴목 옆에 지은 정자",관광지 역사 역사공부 역사관광지 역사를품은곳 역사속 역사속으로      
현대원서공원,잠시 쉬었다 가기 좋은 공원,공원 관광지 도시공원 도심공원 북촌공원 산책하기좋은곳 약속의장소           
백월산,산봉우리에 세 개의 바위가 있는 산,경치좋은곳 관광지 백월산 자연 자연풍경 전망좋은곳 창원가볼만한곳  
인왕산 숲속쉼터,인왕산 숲 속에서 잠시 쉬어가는 곳,가볼래터 가볼만한곳 도서관 등산 등산코스 문화시설 서울 서울권        
수애뇨339,다양한 예술을 만나는 수애뇨339,sueno339 공연장카페 문화시설 수애뇨 수애뇨339 예술공간수애뇨   
목포 동부시장,현재에 머물지 않고 변모하는 역동적인 전통시장,가족여행 동부시장 목포가볼만한곳 목포동부시장 목포먹거리 목포전통시장       
북촌전통공예체험관,다양하게 즐기는 전통공예체험,가족과함께 공예체험 관광지 아이와함께 이색체험 전통공예 전통공예품
목포 신중앙시장,바닷바람 물씬 풍기는 목포 신중앙시장,가족과함께 가족여행 목포가볼만한곳 목포신중앙시장 사계절 쇼핑 시장맛집    
의견비,주인을 구하고 목숨을 바친 개의 충성심을 기리는 비,관광지 동상 보은의개 비석 산책길 산책하기 산책하기좋은곳 옛날이야기      
삼성출판박물관,우리나라 출판문화의 역사를 볼 수 있는 박물관,교육프로그램 남녀노소 문화시설 삼성출판박물관 아이와함께 역사속으로         
장태산자연휴양림,자연과 하나 되는 메타세쿼이아 숲 속에서의 휴식,2024_여행가는달과함께하는_발도장여행지 21_22한국관광100선 25_26한국관광100선                    
광제정,매당 양돈 선생이 여생을 보낸 정자,관광지 문화재 문화재자료 역사 역사공부 역사관광지 역사를품은곳          
담양국수거리,영산강을 따라 늘어서 있는 국수 거리,관광지 담양가볼만한곳 담양국수 담양여행 맛집 연인과함께 영산강    
갤러리도올,예술과 일상을 특별하게 연결하는 미술 아지트,갤러리도올 남녀노소 문화시설 문화예술 문화예술체험공간 미술관 삼청동미술관      
사선대관광지&조각공원,맑은 물과 경치가 아름다워 사시사철 관광객이 모여드는 곳,가족여행 관광지 사선대관광지&조각공원 산책길 산책하기 산책하기좋은곳          
떡박물관,우리 조상들의 슬기로웠던 삶의 모습과 숨결을 느낄 수 있는 체험공간,나들이 도심여행 떡만들기체험 떡박물관 떡전시장 문화시설 박물관      
구담마을,홍매화와 섬진강의 아름다운 풍경이 펼쳐진 곳,가족체험 관광지 농촌 농촌체험 농촌체험학습 아이와함께 자연마을       
용흥사계곡,시원한 물줄기가 흐르는 맑고 깨끗한 계곡,가족과함께 계곡물놀이 관광지 단풍명소 담양가볼만한곳 담양여행 여름피서지  
낙산사,다사다난한 세월을 이겨낸 동해의 아름다운 사찰,2024_여행가는달과함께하는_발도장여행지 가볼래터 가족여행 강원권                  
한재골 계곡,아이와 함께 즐길 수 있는 여름 계곡,계곡물놀이 관광지 담양가볼만한곳 담양여행 아이와함께 여름피서지   
조형갤러리,다양한 분야의 작품을 더 빛나게 하는 갤러리,갤러리 문화공간 문화시설 문화예술공간 복합문화공간 열린문화공간      
오수의견공원,주인을 살린 충견의 전설이 살아있는 곳,가족여행 걷기길 걷기여행 관광지 나들이 반려동물 반려동물동반여행지    
대정저수지,고즈넉한 분위기의 저수지,관광지 자연
짚풀생활사박물관,짚풀문화의 모든 것,가족과함께 공예품 문화시설 박물관 아이와함께 전통공예 짚공예 
부남강변 유원지,레저와 산책을 즐기기 좋은 자연 유원지,가족과함께 강변 관광지 금강 금강래프팅 래프팅 무주여행 산책길            
영산포 등대,화려하고 분주한 영산포를 밝혀 주는 등대,관광지 나주가볼만한곳 나주여행 나주여행추천 등대 영산강등대 영산포등대  
내도리강변유원지,아름다운 금강 상류의 맑은 물,가족과함께 관광지 금강 낚시 무주여행 민물낚시 아이와함께 여름철휴가지           
국립대관령자연휴양림,자연 그대로를 보존하고 있는 휴양림,가족여행 강원권 강원도자연휴양림 관광지 국립대관령자연휴양림 나들이               
목인박물관 목석원,세계 각국의 목인을 만나볼 수 있는 곳,문화공간 문화시설 문화예술 문화예술공간 문화예술활동 복합문화공간       
원광대학교 박물관,전통문화에 대한 산교육장의 역할을 수행하는 곳,기차여행 문화시설 박물관 실내여행지 아이와함께 원광대학교박물관     
컬러풀뮤지엄(COLORPOOL MUSEUM),컬러와 향기가 만나는 아트플레이스,SNS감성사진 문화공간 문화시설 문화예술 사진찍기 사진찍기좋은곳       
구천동계곡,사시사철 아름다운 경치의 계곡,겨울방학가볼만한곳 관광지 구천동계곡 눈꽃&설경여행 단풍여행 무주계곡      
나주 복암리 고분군,충적평야에 위치한 묘제가 복합된 고분,고분군 관광지 교과서속여행 나주가볼만한곳 아이와함께 역사 역사관광지   
남원 터미널시장,교통편이 좋은 터미널 옆 시장,가족여행 기차여행 나들이 나홀로여행 남원터미널시장 먹거리 서울근교여행        
다이나믹 메이즈 인사동,역동적인 체험을 즐길 수 있는 실내 익사이팅 공간,관광지 도심여행 레포츠체험 복합문화공간 수도권 실내놀이터 실내여행지     
강천섬유원지,여유와 낭만의 유원지,관광지 데이트코스 생태섬 아이와함께 여주가볼만한곳 여주강천섬 친구와함께 
백산저수지,아름다운 서해 낙조와 드넓게 펼쳐진 만경평야,관광지 김제 백산저수지 자연 저수지 전북
영랑호,뛰어난 경치가 아름다운 호수,강원도_여행지_추천 관광지 나홀로여행 문화관광해설사 생태관광지     
나주 이슬촌마을,다양한 체험을 즐길 수 있는 마을,가족체험 관광지 나주가볼만한곳 나주여행 노안성당 농산물수확체험      
인천대공원,맑은 공기 마시며 힐링하는 휴양공원,2024_여행가는달과함께하는_발도장여행지 공원 관광지 동물원 산책      
금평저수지,모악산에서 내려오는 맑은 물이 마르지 않는 곳,걷기좋은길 관광지 금평저수지 금평저수지산책로 김제가볼만한곳 김제금평저수지    
대율저수지,경관이 빼어난 민물낚시 포인트,김제 김제시 김제여행 낚시 레포츠 민물낚시 자연 저수지
서리풀공원,아름다운 자연과 함께 즐기는 산책,관광지 방배근린공원 서리풀공원 서리풀나들길 서초구근린공원
구시포해수욕장,드넓은 백사장이 펼쳐진 구시포해수욕장,가족여행 관광지 바다풍경 아이와함께 여름방학가볼만한곳 여름여행     
양재근린공원,휴식과 여가 활동을 위한 자연친화적인 공원,관광지 서울시민리그 서초구농구장 서초구운동장 서초근린공원 양재근린공원  
구시포항,와인잔 형태의 아름다운 항구,경치 관광지 낚시명소 노을 등대 아름다운어촌 와인잔모양 항구
나주 완사천,샘물이 전하는 물긷는 처녀와 나그네의 전설,관광지 나주가볼만한곳 역사 역사관광지 역사유적지 완사천 전라권  
우면산자연생태공원,도시주민들의 아늑한 휴식처,관광지 서초공원 서초산 우면산 자연생태공원
제주레포츠랜드,제주 액티비티는 다이내믹 종합레저 테마파크 제주 레포츠랜드!,꿀잼_액티비티 레포츠 레포츠여행 레포츠체험 복합레저스포츠 서바이벌             
반곡역사관,선사시대부터 이어진 반곡동 역사 전시관,문화시설 원주박물관 원주여행 원주여행지추천 원주여행코스 원주역사박물관
양재천 근린공원,도심 속에서 자연을 만끽하며 힐링할 수 있는 공간,강남양재천 관광지 나들이 당일치기여행 도심생태공원 도심여행 서울하천        
보리암(담양),추월산 절벽에 자리잡은 아담한 사찰,관광지 불교 불교문화 사찰 사찰여행 역사 자연속으로 자연환경       
여의천,서울의 숨은 벚꽃 명소,가족과함께 관광지 벚꽃명소 산책코스 수도권 자연
전기박물관,전기의 역사와 미래를 만나는 공간,교과서속여행 문화시설 박물관 서초박물관 서초전시 수도권 아이와함께      
분재박물관,작은 자연을 담아놓은 공간,문화시설 미세먼지_피하는_실내여행 분재 소나무 숲속 식물박물관  
국립국악원,"모두를 위한 국악, 국립국악원",가족여행 공연장 국립국악원 국악체험 데이트코스 문화시설 수도권       
외교사료관,대국민 외교활동 홍보를 위한 외교부 특수기록관,교과서속여행 문화시설 수도권 아이와함께 외교문서열람실 외교부사료관        
신장절공묘역,고려 개국공신 신숭겸 장군의 충절을 기리는 묘역,강원권 강원도기념물 관광지 문화관광해설사 신장절공묘역 역사 역사공부           
강촌유원지,북한강의 경치를 감상할 수 있는 유원지,가족과함께 강원도여행코스 강촌 강촌역 관광지 남녀노소 유원지      
대성사(서울),백제불교초전법륜성지 대성사,가족여행 관광지 대성사(서울) 반려동물 반려동물동반여행지 불교 불교문화            
석관정 나루터,영산강 물결의 풍경을 감상할 수 있는 곳,관광지 나루터 나주가볼만한곳 석관정 석관정나루터 영산강 자연풍경   
예종대왕태실 및 비,조선 8대 임금인 예종의 태(胎)를 봉안한 곳,관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속       
의암호,물빛 호수를 따라 초록 가득한 산책길이 아름다운 곳,경치여행 경치좋은곳 낚시 둘레길 레고랜드 레포츠 붕어 산책로      
심산기념문화센터,시민들의 문화예술을 위한 공간,도심여행 문화시설 문화행사 사계절 심산 심산기념문화센터 아이와함께     
소양호(양구),아름다운 경관을 자랑하는 대규모 인공호수,강원권 경치좋은곳 관광지 낚시 소양호 자연 자연속으로 자연여행   
다보사(나주),아담하지만 여러 전각을 갖추고 있는 고찰,관광지 나주가볼만한곳 다보사 불교문화 역사 역사유적지 연중무휴     
용머리 공원,용의 머리 형상을 딴 지형에 조성된 시민공원,가족과함께 관광지 남녀노소 산책길 산책하기 산책하기좋은곳 아이와함께      
국립국악박물관,국내 유일 국악 전문 박물관,국립국악박물관 국악 문화시설 박물관 수도권 실내전시 아이와함께     
모주체험여,아름다운 풍경을 바라보며 만드는 전통주,가볼래터 관광지 여행구독 전주만들기체험 전주모주만들기 전주모주체험     
안양천제방벚꽃길,서울에서 가장 긴 벚꽃 산책길,관광지 벚꽃명소 서울벚꽃명소 안양천 안양천벚꽃길 안양천제방벚꽃길
양구 국토정중앙배꼽마을,국토의 지리적 정중앙에 위치한 농촌 마을,가족과함께 강원도_여행지_추천 관광지 남녀노소 농촌마을 농촌여행         
금성산생태숲,넓은 삼림과 편백나무의 생태숲,가족과함께 관광지 금성산생태숲 나주가볼만한곳 나주여행 나주치유의숲   
해산령,아름다운 단풍으로 힐링하는 드라이브 코스의 명소,관광지 단풍여행 드라이브명소 비수구미계곡 재안산 화천단풍 화천드라이브코스  
나주 영모정,아들이 아버지를 추모하기 위해 재건한 정자,관광지 나주가볼만한곳 역사 역사관광지 역사유적지 영모정 자연풍경   
전주자연생태관,전주 전통의 이미지와 자연이 어우러지는 공간,가족여행 교과서속여행 문화시설 박물관 아이와함께 이색체험 전라권    
광양 형제 의병장마을,장렬히 전사한 형제의 정신이 느껴지는 마을,가족과함께 가족여행 가족체험 관광지 광양가볼만한곳 광양형제의병장마을        
서학동사진미술관,아기자기한 예술촌 따뜻한 전시공간,기획전시 남녀노소 문화공간 문화시설 문화예술 복합문화공간 분위기좋은카페       
창녕 포교당·통도사,석가모니의 진신사리가 모셔진 정통사찰,관광지 불교 불교문화 사찰 사찰여행 역사 자연속으로 자연환경       
추자도,"낚시꾼, 올레꾼들의 성지에서 인생샷 성지로",2023찾아가고싶은섬 2023찾아가고싶은섬_가을섬 관광지 바다낚시 바다풍경                   
창녕 교동과 송현동 고분군,진한 비사벌국의 고분이 모여있는 유적지,경상권 관광지 교과서속여행 목마산성 아이와함께 역사 역사공부              
지양산,자연을 온몸으로 느껴보자!,관광지 남녀노소 산책로 산책하기좋은곳 아이와함께 이색체험 체험프로그램     
국회박물관,우리나라 의회 민주주의의 산 교육장,국회어린이박물관 국회체험관 문화시설 민주주의 여의도국회박물관 의회
도선국사마을,다양한 체험을 즐길 수 있는 체험 마을,가족과농촌체험 가족과함께 관광지 광양가볼만한곳 농촌체험 농촌체험마을        
오계서원,학문 연마와 심신수련,경상권 경상북도문화재자료 관광지 역사 역사공부 역사관광지 역사를품은곳           
영주 순흥 벽화 고분,선조들의 삶을 엿볼 수 있는 귀중한 유적,고분군 관광지 역사 역사공부 역사관광 역사관광지 역사를품은곳       
창녕 송현동 마애여래좌상,암석 자체가 자연 광배를 이루는 통일신라 후기의 불상,경남마애여래좌상 관광지 역사 역사공부 역사관광 역사관광지 역사를품은곳            
상주 임란북천전적지,임진왜란 당시 호국의 성지,경상감영공원 경상권 경상북도기념물 관광지 상주가볼만한곳 상주관아                
운암사(광양),웅장한 자태의 약사여래불상에게 기원하는 사찰,관광지 광양가볼만한곳 불교 불교문화 사찰여행 역사 종교 한국불교   
최순우 옛집,"꾸미지 않은 단아한 아름다움, 시민문화유산 1호",관광지 근대한옥 기념관 아이와함께 역사 역사문화재 역사속 역사속으로        
상주 오작당,조선시대 선비의 정취가 가득한 고택,경상권 경상북도민속문화재 관광지 역사 역사공부 역사관광지 역사를품은곳           
재주도좋아·반짝반짝 지구상회,빛나는 바다를 살리는 방법,바다살리기 반짝반짝지구상회 쇼핑 유리공예 재활용 제주도 친환경
수양개선사유물전시관,구석기인들의 생활과 지혜를 엿볼 수 있는 곳,가족여행 교과서속여행 문화시설 박물관 사계절 수양개선사유물전시관     
고려대학교 박물관,전통과 문화가 살아 숨 쉬는 박물관,고대박물관 고대백주년기념관 고려대학교박물관 무료관람 문화시설 박물관       
대장봉 전망대,고군산군도의 아름다움을 한눈에 담다,가볼래터 관광지 군산 군산가볼만한곳 군산여행 군산장자도 낙조전망대        
곡성 하늘나리마을,사방이 산으로 빼곡하게 둘러싸인 마을,가족체험 곡성가볼만한곳 곡성체험마을 곡성하늘나리마을 관광지 농촌체험마을     
강동 화암 주상절리,2000만 년 전 신생대 제3기에 생긴 주상절리,2024_여행가는달과함께하는_발도장여행지 강동화암주상절리 경상권 경치좋은곳      
소지섭길,양구가 지닌 천혜의 자연을 느낄 수 있는 곳,DMZ 관광지 남녀노소 레포츠 산책길 산책로 산책코스 산책하기              
필리핀군 전투전적비,치열했던 전투에 희생당한 필리핀군을 추모하는 비석,관광지 역사공부 역사문화재 역사속 역사속으로 역사여행 역사유적      
목우헌,전통 목공예작품을 감상할 수 있는 문화공간,목공예공방 목우헌 문화시설 장인의숨결 전북특별자치도 전주시 전통공예
서울시립대학교 박물관,서울과 관련된 자료가 많은 박물관,무료관람 문화시설 박물관 서울시립대학교박물관 수도권 실내여행지     
백석산지구 전투전적비,백석산 전투에서 산화한 장병들을 추모하는 비,강원권 관광지 백석산지구전투전적비 역사공부 역사관광지 역사를품은곳          
배내골,양산8경 중 제5경인 영남알프스의 심장부인 맑은 계곡,관광지 배내골 배네골사과 야생배나무 양산배내골 양산사과축제 영남알프스  
경희대학교 자연사박물관,자연의 아름다움과 신비로움을 만나는 공간,경희대학교박물관 경희대학교자연사박물관 교과서속여행 동대문구박물관         
호연정,배롱나무가 아름다운 합천의 명소,경남여행 경상남도유형문화재 관광지 문화재 산책하기좋은곳 아이와가볼만한곳     
전주공예품전시관,"전주 공예문화산업의 거점, 전주공예품전시관",가족여행 공예체험 기념품 기념품샵 문화시설 문화여행 선물샵 수학여행       
펀치볼지구전투전적비,"6·25 전쟁 격전의 현장, 희생자 넋을 기리는 곳",관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속으로          
부여 청마산성,백제의 수도 사비를 방어하기 위하여 만들어진 산성,경치좋은곳 관광지 부여가볼만한곳 부여산성 역사 역사관광지 자연풍경  
서울생활사박물관,서울시민의 생활사를 보여주는 박물관,관광지 근현대박물관 박물관 서울생활사박물관 실내관광지 아이와함께   
전기필불망비,마을을 구한 전기필의 공덕을 기린 전기필불망비,DMZ DMZ여행 관광지 기념비 역사
창석사당,체화당 안에 자리한 창석 이준을 모신 사당,경상권 관광지 교과서속여행 문화재 사당 역사 역사공부 역사관광지            
천정대,백제의 제상을 선출하고 제사를 지내던 바위,관광지 바위 부여가볼만한곳 역사 역사관광지 역사유적지 자연풍경   
금천문화원,금천구민의 문화적 활동과 예술적 표현을 지원하는 공간,금천구행사 금천단오축제 금천문화원 문화시설 문화체험 문화학교 문화행사   
정각사(부여),귀중한 문화유산과 함께 깨달음을 얻는 사찰,관광지 부여가볼만한곳 불교 불교문화 사찰 사찰여행 역사 연중무휴       
서울특별시교육청 융합과학교육원 남부분원,다양한 과학 프로그램이 운영되는 곳,과학교육 과학놀이교실 과학전시 과학전시관 과학전시관남부분관 문화시설      
서울아트책보고,책으로 빚고 예술로 잇는 공간,문화시설 서울복합문화공간 서울아트북 서울여행 서울예술체험 시민문화생활  
창녕지석묘,청동기 시대의 역사가 담긴 유적,경남지석묘 경남창녕지석묘 관광지 역사 역사공부 역사관광지 역사를품은곳         
아미산(부여),부여와 보령을 굽어보는 차령산맥의 산,경치좋은곳 관광지 등산 부여가볼만한곳 부여아미산 자연 자연풍경  
구로꿈나무장난감나라 오류점,아이와 함께하는 신나는 놀이공간,놀이시설 대여점 문화시설 실내놀이터 아이가_좋아하는_여행 아이와함께    
미암사,입구의 금불상이 인상적인 사찰,관광지 금불상 부여가볼만한곳 부여사찰 부여여행 부여힐링여행 불교  
관악산 호수공원,관악산을 찾는 많은 사람들의 휴식공간,관광지 데이트코스 도심여행 산책길 산책하기 산책하기좋은곳 아이와함께        
고란약수,부여 낙화암을 지키는 사찰과 약수,고란사 고란약수 관광지 부여가볼만한곳 부여고란사 불교 불교문화   
제주4·3평화공원,제주4·3사건의 희생자들을 추모하는 공간,가족여행 걷기여행 걷기좋은길 관광지 사계절 아이와함께 역사 제주4·3평화공원       
식민지역사박물관,일제의 침략 역사를 마주하는 곳,가족과함께 문화시설 식민지역사박물관 아이와함께 역사문화 탐방
거전마을,옛 정취가 묻어있는 마을에서의 자연 체험,가족과함께 가족체험 가족체험 관광지 농촌마을 농촌체험학습 부여가볼만한곳     
서울대학교 미술관,우리나라 최초의 대학교 미술관,가족여행 관악구미술관 무료전시관람 문화시설 미술관 미술전시 서울대미술관       
법천사지 유적전시관,원주의 다양한 유산을 만날 수 있는 곳,문화시설 법천사지 법천사지유적전시관 원주 원주법천사지 전시관
호림박물관 신림본관,우리나라의 전통미술을 대표하는 사립박물관,고서박물관 나들이 문화시설 박물관 수도권 신림동박물관 실내여행지        
영주향교,충효교실 체험을 할 수 있는 향교,가족여행 경상권 경상북도문화재자료 관광지 아이와함께 역사 역사공부              
"진도장·진도조금시장 (2, 7일)",진도의 대표적인 전통시장,가족여행 사계절 쇼핑 시장맛집 아이와함께 오일장 재래시장 전라권        
오동근린공원,도심 속에 자리 잡은 시민들의 휴식공간,관광지 근린공원 산책길 산책코스 산책하기 산책하기좋은곳 실내운동      
순흥향교,성리학의 요람인 영주의 삼소 중 하나,가족여행 경상권 경상북도문화재자료 관광지 문화재 아이와함께 역사               
북서울꿈의숲,반려동물과 함께 거니는 생명의 숲,관광지 나들이 당일치기여행 도심여행 반려동물 반려동물동반여행지            
늘푸른체험농원,아이와 함께 캠핑도 하고 체험도 하기 좋은 곳,DMZ DMZ여행 관광지 동물먹이주기체험 동물체험 승마체험 철원깡통열차   
토옥동계곡,천혜의 원시림 사이를 흐르는 계곡 명승지,가족여행 계곡 관광지 자연 전라권 토옥동계곡 피서
더 페이퍼랩,종이 한 장에 펼쳐지는 무궁무진한 디자인의 세계,관광지 더페이퍼랩 디자인체험 서울가볼만한곳 서울더페이퍼랩 서울여행 
칠봉체육공원,주민들의 건강증진을 위해 만들어진 공원,관광지 섬강 섬강매향마을체험 섬강자작나무숲둘레길 원주둘레길 원주여행  
이임간유허비,이임간을 추모하기 위해 후손이 세운 비,관광지 역사 역사공부 역사를품은곳 역사문화재 역사속 역사속으로        
한티별빛아래오토캠핑장,고요한 산속에서 별빛을 바라보며 캠핑할 수 있는 곳,가을단풍명소 겨울눈꽃명소 레포츠 봄꽃여행 여름물놀이 오토캠핑장      
아리수나라,서울 수돗물 아리수에 대한 모든 것,관광지 박물관 산업관광 산업관광지 수도권 아리수나라 아이와함께     
원흥사(장수),아담하고 고즈넉한 백제의 사찰,관광지 불교 불교문화 사찰 사찰여행 역사 자연속으로 자연환경       
광나루안전체험관,안전교육을 받을 수 있는 국내 최초의 재난 체험관,2024_여행가는달과함께하는_발도장여행지 광나루안전체험관 문화시설             
치악산 구룡자동차야영장,아름다운 자연 경관을 갖춘 조용한 산속 캠핑 명소,가족여행 강원권 레포츠 원주가볼만한곳 원주야영장 원주여행 자동차야영장 
전사벌왕릉,사벌국의 왕릉이라고 전해지는 무덤,경상권 관광지 교과서속여행 기념물 사벌국 상주왕릉 신라 신라시대왕릉              
위니아트(건국대학교 새천년관 대공연장),우리나라 최초의 문화예술공간,건국대학교대공연장 공연장 데이트코스 문화생활 문화시설 상설공연       
광진문화원,광진구의 지역문화발전을 위해 노력하는 문화원,광진구 광진문화원 문화시설 문화예술 문화예술강좌 문화원 문화원강좌  
서울상상나라,어린이들이 다양한 즐거움을 느낄 수 있는 복합문화공간,문화시설 사계절 서울상상나라 아이와함께 여름방학가볼만한곳 이색체험 
성륜사(곡성),청화스님과 아산 조방원 화백의 아름다운 인연,곡성가볼만한곳 관광지 불교 불교문화 성륜사 아산조방원 역사 자연환경      
상주 옥동서원,조선전기 문신 황희선생의 학문과 덕행을 추모하는 곳,관광지 백화서당 상주유교문화 역사 역사공부 역사관광지 역사를품은곳          
효자임옥산정려각,어머니에게 효심을 다한 임옥산을 기리는 건물,관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속       
도림사(곡성),원효대사가 화엄사로부터 이주하여 지었다는 절,가족여행 곡성가볼만한곳 곡성도림사 관광지 교과서속여행 도림계곡            
뚝섬한강공원 벽천마당,뚝섬한강공원 속 또 다른 쉼터,관광지 뚝섬한강공원 뚝섬한강공원벽천마당 벽천마당 분수공원 한강공원 
수도암(곡성),설산 아래 아늑하고 조용한 곳에 위치한 수도암,곡성가볼만한곳 관광지 불교 사찰 역사 전통사찰 종교 한국불교  
단호샌드파크캠핑장,낙동강의 물을 활용해 인간과 자연이 공생하는 휴양공간,가족과함께 경상북도캠핑장 글램핑 레포츠 안동 안동가볼만한곳 안동여행   
관음사(곡성),마음이 편해지는 곡성에서 가장 오래된 사찰,곡성가볼만한곳 곡성관음사 곡성백제고찰 곡성사찰 관광지 관음사 불교      
타루각,현감을 따라 순절한 통인을 기리는 석비,관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속       
용화마을,바다 위 해양 레일바이크와 케이블카를 즐길 수 있는 곳,강원권 관광지 기암괴석 숙박 자연 자연마을 자연좋은곳 자연환경      
면목시장,다양한 먹거리가 있는 전통시장,면목동시장 면목시장 쇼핑 재래시장 전통시장 중랑구전통시장
태안사,동리산 자락에 위치한 천년고찰 참선도량 태안사,가족여행 곡성가볼만한곳 관광지 교과서속여행 사찰&산사 역사 역사유적지  
정인승유허비,한글 연구에 힘을 쏟으신 정인승 선생을 기리는 비,관광지 역사 역사공부 역사를품은곳 역사속 역사속으로 역사유적    
남산공원(서울),서울의 중심이자 상징인 남산공원,가족여행 관광지 나들이 남산 남산공원 남산데이트 남산순환버스               
남산 팔각정,서울 시내가 내려다보이는 남산 위 정자,관광지 남산 남산N서울타워 남산셔틀버스 남산순화버스 남산케이블카               
고흥 신기거북이마을,다양한 농어촌 체험거리가 있는 마을,가족체험 고흥가볼만한곳 관광지 농촌마을 농촌체험학습 신기거북이마을       
의사전해산 추모비,전해산 호남의병장의 애국정신을 기리는 추모비,관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속       
김남택신도비,성리학자 김남택을 기리는 후손들이 세운 비,관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속       
동대문디자인플라자(DDP),가장 매력적인 서울의 야경을 볼 수 있는 복합문화공간,19_20한국관광100선 2024_여행가는달과함께하는_발도장여행지 21_22한국관광100선                       
용화마을,바다 위 해양 레일바이크와 케이블카를 즐길 수 있는 곳,강원권 관광지 기암괴석 숙박 자연 자연마을 자연좋은곳 자연환경      
면목시장,다양한 먹거리가 있는 전통시장,면목동시장 면목시장 쇼핑 재래시장 전통시장 중랑구전통시장
